layer,target_module,matrix_shape,aggregate_update_frobenius_norm,mean_profile_update_frobenius_norm,profile_kernel_effective_rank,kernel_top_eigenvalue_fraction
4,down_proj,4096x14336,29.739684727836075,4.653862657012461,21.11593298884831,0.11813316197395773
4,gate_proj,14336x4096,41.802610876511125,6.5409615941683406,20.867069893614477,0.12454810274345152
4,k_proj,1024x4096,7.89672540643088,1.2241891605080129,19.696836465474497,0.14993394166526697
4,o_proj,4096x4096,15.148673210036568,2.4093400472537967,21.758991938975328,0.12020985526949267
4,q_proj,4096x4096,14.56074119862908,2.2719790789362575,20.295466704718653,0.14321631452508068
4,up_proj,14336x4096,31.792595007654462,4.983248502529513,20.872314073171548,0.12450589188551242
4,v_proj,1024x4096,7.595330224406905,1.2099892238681331,21.76072051056469,0.12069415371362444
5,down_proj,4096x14336,28.6235480921581,4.461775139457552,20.82230455999117,0.12096071063449965
5,gate_proj,14336x4096,40.809020239104996,6.354071935935334,20.515937140988356,0.12340475981251306
5,k_proj,1024x4096,7.918790950416167,1.2151110647561785,19.149933294464418,0.16201344003130083
5,o_proj,4096x4096,14.628641432235657,2.3204737997788416,21.643691436382845,0.12054134771604949
5,q_proj,4096x4096,14.839371165848776,2.3069853390304274,20.112271884952797,0.14227980639409954
5,up_proj,14336x4096,31.619334184771784,4.975167437784183,21.1048991262856,0.12553918704534683
5,v_proj,1024x4096,7.280206691441094,1.1671964269877169,22.227789696661763,0.11055450849850454
6,down_proj,4096x14336,27.568255067763793,4.3203173205288,21.12931841223891,0.11942167446807336
6,gate_proj,14336x4096,41.13204522082914,6.446399694032317,20.94878984392584,0.12468170958992486
6,k_proj,1024x4096,7.9378938937988845,1.2283415078313527,19.781253279738277,0.14635722936805218
6,o_proj,4096x4096,14.717791395497246,2.348053209098259,22.10270343329108,0.11344274496883099
6,q_proj,4096x4096,14.847049583946397,2.314738995384098,20.32166285876505,0.1401054418224428
6,up_proj,14336x4096,30.60174433449896,4.823219071710829,21.23321369050246,0.12488040300599985
6,v_proj,1024x4096,6.8255790721821565,1.0914585135354018,22.095641165928072,0.11430919771108207
7,down_proj,4096x14336,27.471694510858207,4.282412498555006,20.67908189038652,0.12659858563724166
7,gate_proj,14336x4096,40.17339002793318,6.281773513989896,20.67288362126776,0.13369923330033956
7,k_proj,1024x4096,8.171004114633641,1.2578613015401214,19.40390635747994,0.1460482218992052
7,o_proj,4096x4096,13.591189502449899,2.177806246651776,22.37937608611729,0.11182699740295181
7,q_proj,4096x4096,14.601101361208574,2.284492457074683,20.568112134859955,0.13884664774467328
7,up_proj,14336x4096,30.61421986969095,4.818876878815733,21.080917739830447,0.12720503190709392
7,v_proj,1024x4096,6.85458098019944,1.0958202810918134,22.154551389289146,0.11495175472664541
8,down_proj,4096x14336,27.60802928943183,4.310189886075426,20.772813636249246,0.12739378235697074
8,gate_proj,14336x4096,41.63152593409694,6.505632979529846,20.67636070130178,0.1303658020737238
